FILE,PAGE,DRAW,DRAW_L,LINE_HW,LINE_P,LINE_T,PHOTO,PHOTO_L,TEXT,TEXT_HW,TEXT_P,TEXT_T
CTX198801404,1,0.177,0.18,0.278,0.081,0.08,0.004,0.01,0.02,0.077,0.01,0.085
CTX198100806,21,0.164,0.159,0.06,0.065,0.025,0.128,0.159,0.063,0.075,0.049,0.05
CTX201004072,53,0.158,0.362,0.003,0.017,0.006,0.087,0.3,0.005,0.005,0.032,0.025
CTX193701944A,18,0.144,0.121,0.01,0.014,0.005,0.319,0.355,0.012,0.006,0.008,0.007
CTX195906334,152,0.117,0.848,0.013,0.016,0.001,0.0,0.005,0.0,0.0,0.0,0.0
CTX195401407,1,0.109,0.709,0.014,0.067,0.012,0.003,0.072,0.001,0.001,0.006,0.006
CTX194301332,47,0.099,0.347,0.012,0.028,0.01,0.042,0.452,0.002,0.0,0.004,0.004
CTX198901592,304,0.098,0.159,0.064,0.081,0.024,0.079,0.136,0.072,0.063,0.109,0.113
CTX199904249,284,0.068,0.909,0.0,0.0,0.0,0.001,0.02,0.0,0.0,0.0,0.0
CTX201001607,15,0.058,0.896,0.004,0.025,0.003,0.0,0.005,0.001,0.0,0.005,0.002
CTX195701276,1,0.051,0.227,0.14,0.133,0.058,0.04,0.315,0.007,0.005,0.01,0.013
CTX193201713,1,0.036,0.031,0.197,0.015,0.008,0.009,0.005,0.104,0.495,0.02,0.08
CTX194606420,1,0.033,0.134,0.267,0.225,0.132,0.004,0.027,0.016,0.029,0.019,0.113
CTX201001607,193,0.024,0.141,0.035,0.17,0.031,0.005,0.074,0.029,0.049,0.243,0.199
CTX194901219,1,0.024,0.106,0.591,0.128,0.066,0.0,0.003,0.011,0.033,0.006,0.032
CTX193201748,49,0.022,0.118,0.001,0.001,0.001,0.234,0.618,0.001,0.001,0.001,0.002
CTX197703235,1,0.02,0.037,0.233,0.133,0.074,0.003,0.005,0.141,0.158,0.057,0.139
CTX199908716,1,0.018,0.064,0.049,0.039,0.008,0.001,0.003,0.071,0.285,0.215,0.248
CTX198102153,1,0.018,0.063,0.082,0.16,0.067,0.062,0.173,0.033,0.028,0.126,0.19
CTX200905448,1,0.012,0.042,0.023,0.054,0.017,0.006,0.039,0.13,0.138,0.271,0.267
CTX194603967,1,0.009,0.014,0.019,0.062,0.018,0.04,0.06,0.387,0.022,0.275,0.092
CTX198801502,1,0.005,0.024,0.266,0.05,0.019,0.002,0.006,0.053,0.271,0.068,0.235
CTX194300888,18,0.005,0.012,0.249,0.191,0.086,0.019,0.061,0.14,0.089,0.044,0.105
CTX193801636,188,0.005,0.007,0.214,0.021,0.03,0.01,0.01,0.016,0.446,0.05,0.192
CTX198100806,2,0.005,0.005,0.101,0.065,0.032,0.001,0.002,0.191,0.133,0.127,0.336
CTX199805567,624,0.003,0.078,0.359,0.307,0.074,0.0,0.009,0.036,0.02,0.078,0.037
CTX198703301,1,0.002,0.007,0.163,0.125,0.091,0.0,0.001,0.01,0.114,0.045,0.442
CTX198004861,22,0.001,0.019,0.365,0.348,0.139,0.0,0.0,0.011,0.022,0.026,0.069
CTX197006330,6,0.001,0.017,0.383,0.208,0.122,0.0,0.0,0.026,0.054,0.031,0.157
CTX194603902,24,0.001,0.014,0.535,0.314,0.078,0.002,0.016,0.003,0.01,0.013,0.015
CTX199805567,251,0.001,0.01,0.289,0.271,0.145,0.0,0.003,0.022,0.028,0.079,0.152
CTX199604924A,69,0.001,0.006,0.226,0.402,0.125,0.01,0.019,0.02,0.035,0.071,0.086
CTX198901592,391,0.001,0.005,0.377,0.162,0.255,0.0,0.001,0.011,0.036,0.012,0.139
CTX194301332,7,0.001,0.003,0.255,0.212,0.167,0.0,0.001,0.011,0.067,0.027,0.255
CTX195801326,1,0.001,0.003,0.128,0.053,0.081,0.001,0.003,0.061,0.251,0.035,0.383
CTX201404706,439,0.001,0.003,0.007,0.026,0.002,0.0,0.003,0.229,0.04,0.622,0.068
CTX194103984,1,0.001,0.002,0.743,0.038,0.01,0.003,0.006,0.092,0.098,0.003,0.005
CTX193702004,1,0.001,0.002,0.653,0.17,0.069,0.0,0.001,0.025,0.041,0.005,0.033
CTX198901592,327,0.0,0.02,0.175,0.275,0.348,0.0,0.001,0.006,0.011,0.024,0.138
CTX195100667,117,0.0,0.015,0.677,0.118,0.185,0.0,0.002,0.001,0.001,0.0,0.002
CTX197005669,57,0.0,0.011,0.328,0.272,0.259,0.0,0.006,0.006,0.008,0.02,0.09
CTX197408817,247,0.0,0.009,0.445,0.357,0.185,0.0,0.001,0.0,0.0,0.001,0.001
CTX197402830,248,0.0,0.009,0.242,0.336,0.342,0.0,0.001,0.002,0.003,0.004,0.059
CTX199500117,1,0.0,0.005,0.819,0.069,0.045,0.0,0.002,0.009,0.035,0.002,0.013
CTX196001290,23,0.0,0.005,0.399,0.266,0.311,0.0,0.003,0.001,0.002,0.001,0.012
CTX197408817,65,0.0,0.004,0.468,0.183,0.208,0.0,0.0,0.019,0.02,0.015,0.084
CTX201004072,85,0.0,0.004,0.144,0.719,0.1,0.0,0.006,0.0,0.002,0.012,0.013
CTX195906334,125,0.0,0.003,0.37,0.262,0.275,0.0,0.0,0.003,0.009,0.008,0.07
CTX196306858,246,0.0,0.003,0.138,0.074,0.106,0.0,0.001,0.068,0.138,0.055,0.418
CTX195500114,1,0.0,0.002,0.801,0.027,0.025,0.0,0.0,0.009,0.115,0.003,0.017
CTX199400628,1,0.0,0.002,0.287,0.149,0.169,0.0,0.001,0.008,0.111,0.024,0.25
CTX201004072,73,0.0,0.002,0.13,0.727,0.105,0.001,0.014,0.001,0.002,0.011,0.007
CTX201004072,26,0.0,0.002,0.069,0.267,0.167,0.0,0.003,0.017,0.023,0.154,0.298
CTX201404706,480,0.0,0.001,0.946,0.04,0.008,0.0,0.0,0.001,0.004,0.0,0.0
CTX194604274,16,0.0,0.001,0.942,0.009,0.002,0.0,0.0,0.005,0.039,0.001,0.001
CTX196407192,76,0.0,0.001,0.928,0.044,0.015,0.0,0.0,0.003,0.007,0.001,0.001
CTX197002153,11,0.0,0.001,0.613,0.256,0.121,0.0,0.0,0.001,0.002,0.001,0.005
CTX195906334,105,0.0,0.001,0.407,0.139,0.09,0.0,0.0,0.022,0.082,0.048,0.211
CTX199104202,1,0.0,0.001,0.359,0.343,0.225,0.0,0.001,0.005,0.014,0.006,0.046
CTX195902663,135,0.0,0.001,0.351,0.207,0.296,0.0,0.002,0.01,0.015,0.01,0.107
CTX194201336,260,0.0,0.001,0.277,0.158,0.212,0.0,0.001,0.018,0.072,0.025,0.237
CTX199904249,631,0.0,0.001,0.273,0.315,0.357,0.0,0.001,0.001,0.006,0.003,0.043
CTX199806732,1,0.0,0.001,0.269,0.094,0.072,0.0,0.001,0.074,0.171,0.044,0.273
CTX194102101,59,0.0,0.001,0.214,0.048,0.047,0.001,0.001,0.288,0.177,0.03,0.192
CTX199805567,534,0.0,0.001,0.057,0.337,0.547,0.0,0.003,0.003,0.001,0.009,0.042
CTX199807156,5,0.0,0.001,0.047,0.033,0.019,0.0,0.0,0.117,0.119,0.16,0.501
CTX201001607,34,0.0,0.001,0.02,0.037,0.015,0.0,0.001,0.087,0.071,0.473,0.296
CTX195705013,73,0.0,0.0,0.969,0.02,0.007,0.0,0.0,0.001,0.003,0.0,0.0
CTX194607858,37,0.0,0.0,0.863,0.034,0.021,0.0,0.0,0.011,0.063,0.002,0.006
CTX198303113,1,0.0,0.0,0.857,0.082,0.02,0.0,0.0,0.006,0.029,0.002,0.002
CTX201750154,1,0.0,0.0,0.85,0.016,0.02,0.0,0.0,0.007,0.098,0.001,0.007
CTX199603908,1,0.0,0.0,0.815,0.08,0.081,0.0,0.0,0.001,0.014,0.001,0.008
CTX192800195,1,0.0,0.0,0.788,0.091,0.042,0.0,0.0,0.01,0.055,0.003,0.01
CTX196706503,14,0.0,0.0,0.738,0.178,0.071,0.0,0.0,0.003,0.005,0.002,0.003
CTX194203019B,6,0.0,0.0,0.647,0.238,0.096,0.0,0.0,0.003,0.004,0.002,0.008
CTX193201748,16,0.0,0.0,0.536,0.005,0.001,0.0,0.0,0.068,0.386,0.002,0.001
CTX193001304,1,0.0,0.0,0.497,0.052,0.028,0.0,0.0,0.068,0.262,0.018,0.073
CTX193701944A,10,0.0,0.0,0.494,0.004,0.002,0.0,0.0,0.099,0.391,0.004,0.007
CTX193300924,1,0.0,0.0,0.409,0.04,0.041,0.0,0.001,0.068,0.309,0.014,0.117
CTX199805567,311,0.0,0.0,0.362,0.223,0.335,0.0,0.0,0.007,0.007,0.014,0.052
CTX199904249,153,0.0,0.0,0.159,0.473,0.357,0.0,0.002,0.0,0.001,0.001,0.008
CTX193700040,1,0.0,0.0,0.149,0.005,0.003,0.001,0.0,0.424,0.386,0.013,0.018
CTX193401762,12,0.0,0.0,0.141,0.001,0.002,0.0,0.0,0.06,0.748,0.009,0.039
CTX196504419,1,0.0,0.0,0.108,0.003,0.003,0.0,0.0,0.171,0.624,0.011,0.081
CTX193100253,29,0.0,0.0,0.065,0.019,0.012,0.0,0.0,0.232,0.214,0.109,0.348
CTX193601098,1,0.0,0.0,0.058,0.007,0.003,0.002,0.0,0.644,0.219,0.028,0.037
CTX192700593,40,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.109,0.816,0.009,0.01
CTX197803014,1,0.0,0.0,0.043,0.035,0.033,0.006,0.002,0.138,0.171,0.133,0.438
CTX194102101,133,0.0,0.0,0.033,0.008,0.004,0.001,0.001,0.464,0.384,0.045,0.059
CTX194707363,30,0.0,0.0,0.022,0.038,0.004,0.001,0.001,0.26,0.097,0.532,0.046
CTX199805567,337,0.0,0.0,0.022,0.01,0.005,0.0,0.0,0.125,0.268,0.226,0.344
CTX193801636,159,0.0,0.0,0.022,0.003,0.006,0.0,0.0,0.215,0.343,0.057,0.354
CTX193801636,72,0.0,0.0,0.021,0.003,0.005,0.0,0.0,0.528,0.245,0.049,0.149
CTX193601434,1,0.0,0.0,0.019,0.009,0.002,0.008,0.003,0.784,0.083,0.059,0.034
CTX200409047,1,0.0,0.0,0.011,0.013,0.004,0.002,0.001,0.36,0.135,0.328,0.146
CTX201004072,104,0.0,0.0,0.007,0.026,0.048,0.012,0.007,0.09,0.089,0.185,0.536
CTX194203019B,10,0.0,0.0,0.007,0.023,0.009,0.001,0.0,0.069,0.056,0.395,0.44
