categ,fold1,fold2,fold3,fold4,fold5,PNG,BYTES
DRAW,dev,train,dev,test,train,CTX193600367-1.png,1648629
DRAW,train,dev,test,train,train,CTX193600368-1.png,2332701
DRAW,train,train,train,train,test,CTX193600369-1.png,1763431
DRAW,test,train,train,dev,train,CTX193600370-1.png,2680382
DRAW,train,train,train,train,dev,CTX193600371-1.png,779513
DRAW,train,train,train,train,train,CTX193600373-1.png,2708619
DRAW,train,train,train,train,train,CTX193600375-1.png,1173512
DRAW,train,train,train,train,train,CTX193600376-1.png,1435866
DRAW,train,train,train,train,train,CTX193600377-1.png,1791484
DRAW,train,train,train,dev,test,CTX193600378-1.png,1037520
DRAW,train,test,train,train,train,CTX193600379-1.png,1609062
DRAW,train,train,train,test,train,CTX193600461-7.png,11296001
DRAW,test,train,dev,train,train,CTX193600520-1.png,3269265
DRAW,train,train,test,train,train,CTX193600599-1.png,2543463
DRAW,dev,dev,train,train,dev,CTX193600600-1.png,2414396
DRAW,train,train,train,train,train,CTX193600601-1.png,2019968
DRAW,train,train,train,train,train,CTX193600603-1.png,2526252
DRAW,train,train,train,train,train,CTX193600976-1.png,3439076
DRAW,train,train,train,train,train,CTX193600979-1.png,2847082
DRAW,train,train,train,test,train,CTX193601030-1.png,1273268
DRAW,train,train,train,train,train,CTX193601033-1.png,2418790
DRAW,test,dev,test,train,train,CTX193601039-1.png,831956
DRAW,train,test,train,dev,train,CTX193601058-1.png,2722016
DRAW,dev,train,train,train,test,CTX193601071-1.png,4676299
DRAW,train,train,dev,train,dev,CTX193601072-1.png,4185276
DRAW,train,train,train,train,train,CTX193601073-1.png,2617739
DRAW,train,train,train,train,train,CTX193601122-1.png,1832963
DRAW,train,train,train,train,train,CTX193601139-1.png,2018346
DRAW,train,train,train,train,train,CTX193601247-1.png,6325393
DRAW,test,train,train,train,train,CTX193601268-1.png,6086586
DRAW,train,test,train,train,dev,CTX193601280-1.png,1684318
DRAW,train,train,test,train,train,CTX193601281-1.png,1368458
DRAW,train,dev,train,dev,train,CTX193601411-07.png,1065584
DRAW,train,train,train,train,test,CTX193601411-09.png,963341
DRAW,dev,train,dev,test,train,CTX193601411-11.png,929718
DRAW,train,train,train,train,train,CTX193601411-16.png,622479
DRAW,train,train,train,train,train,CTX193601411-17.png,613507
DRAW,train,train,train,train,train,CTX193601411-18.png,678100
DRAW,train,train,train,train,train,CTX193601411-19.png,601116
DRAW,train,train,train,train,train,CTX193601411-20.png,563050
DRAW,test,train,dev,train,dev,CTX193601411-46.png,27158472
DRAW,train,test,train,train,train,CTX193601411-47.png,1344847
DRAW,train,train,test,test,train,CTX193601411-48.png,1499522
DRAW,dev,train,train,train,test,CTX193601411-49.png,693445
DRAW,train,dev,train,dev,train,CTX193601411-50.png,617212
DRAW,train,train,train,train,train,CTX193601411-51.png,623604
DRAW,train,train,train,train,train,CTX193601411-52.png,1200599
DRAW,train,train,train,train,train,CTX193601411-53.png,1243771
DRAW,train,train,train,train,train,CTX193601411-54.png,1024540
DRAW,train,test,train,dev,train,CTX193601411-55.png,982234
DRAW,train,train,train,test,dev,CTX193601411-56.png,829863
DRAW,train,dev,train,train,train,CTX193601411-57.png,824258
DRAW,test,train,train,train,train,CTX193601411-58.png,1030310
DRAW,train,train,test,train,test,CTX193601411-59.png,1099262
DRAW,dev,train,dev,train,train,CTX193601411-60.png,790894
DRAW,train,train,train,train,train,CTX193601411-61.png,1664191
DRAW,train,train,train,train,train,CTX193601411-62.png,1317630
DRAW,train,train,train,train,train,CTX193601411-63.png,480639
DRAW,train,train,train,train,train,CTX193601411-64.png,1379854
DRAW,train,train,test,train,train,CTX193601411-65.png,5356821
DRAW,dev,train,dev,dev,test,CTX193601411-66.png,4990373
DRAW,train,test,train,test,train,CTX193601411-67.png,5059585
DRAW,train,train,train,train,train,CTX193601411-68.png,5982728
DRAW,test,dev,train,train,train,CTX193601411-69.png,4995053
DRAW,train,train,train,train,dev,CTX193601412-3.png,4090128
DRAW,train,train,train,train,train,CTX193601467-1.png,4563013
DRAW,train,train,train,train,train,CTX193601703-1.png,1049062
DRAW,train,train,train,train,train,CTX193601797-20.png,2785251
DRAW,train,train,train,train,train,CTX193601797-21.png,4342915
DRAW,train,train,train,train,train,CTX193602109-1.png,688712
DRAW,train,train,train,test,dev,CTX193602392-3.png,7050762
DRAW,train,train,train,train,train,CTX193700296-1.png,2402258
DRAW,test,test,train,train,test,CTX193700697-1.png,877139
DRAW,train,train,test,dev,train,CTX193701709-1.png,2133811
DRAW,dev,dev,dev,train,train,CTX193701936-1.png,5208403
DRAW,train,train,train,train,train,CTX193701944A-14.png,3659814
DRAW,train,train,train,train,train,CTX193701944A-15.png,4141287
DRAW,train,train,train,train,train,CTX193701944A-16.png,5045406
DRAW,train,train,train,train,train,CTX193702477-003.png,3104243
DRAW,train,train,train,train,train,CTX193702477-005.png,11106666
DRAW,test,test,train,train,train,CTX193702477-006.png,10167058
DRAW,train,train,test,train,dev,CTX193702477-007.png,3554909
DRAW,train,train,train,dev,test,CTX193702477-008.png,2961490
DRAW,dev,train,train,test,train,CTX193702477-009.png,852461
DRAW,train,train,dev,train,train,CTX193702477-010.png,1542497
DRAW,train,dev,train,train,train,CTX193702477-011.png,671091
DRAW,train,train,train,train,train,CTX193702477-012.png,1064125
DRAW,train,train,train,train,train,CTX193702477-014.png,1177967
DRAW,train,train,train,train,train,CTX193702477-015.png,1840420
DRAW,train,train,train,train,train,CTX193702477-022.png,2156901
DRAW,train,train,train,train,train,CTX193702477-025.png,3430190
DRAW,train,train,test,train,dev,CTX193702477-027.png,1906852
DRAW,dev,dev,dev,dev,train,CTX193702477-028.png,2398680
DRAW,train,test,train,test,test,CTX193702477-030.png,2064167
DRAW,test,train,train,train,train,CTX193702477-033.png,2268836
DRAW,train,train,train,train,train,CTX193702477-036.png,403520
DRAW,train,train,train,train,train,CTX193702477-039.png,1506850
DRAW,train,train,train,train,train,CTX193702477-040.png,2600365
DRAW,train,train,train,train,train,CTX193702477-041.png,2150989
DRAW,test,train,train,train,train,CTX193702477-045.png,1156829
DRAW,train,train,train,train,test,CTX193702477-046.png,739449
DRAW,train,train,train,train,train,CTX193702477-047.png,1127283
DRAW,dev,dev,train,dev,dev,CTX193702477-048.png,1227318
DRAW,train,test,dev,train,train,CTX193702477-049.png,1822696
DRAW,train,train,test,test,train,CTX193702477-054.png,706561
DRAW,train,train,train,train,train,CTX193702477-060.png,1603709
DRAW,train,train,train,train,train,CTX193702477-064.png,1282342
DRAW,train,train,train,train,train,CTX193702477-065.png,923508
DRAW,train,train,train,train,train,CTX193702477-067.png,1373962
DRAW,train,train,train,train,train,CTX193702477-068.png,977739
DRAW,train,test,train,dev,train,CTX193702477-073.png,1400255
DRAW,test,train,test,train,train,CTX193702477-074.png,1354235
DRAW,train,train,train,test,test,CTX193702477-075.png,946661
DRAW,dev,train,train,train,train,CTX193702477-076.png,1139930
DRAW,train,dev,dev,train,dev,CTX193702477-077.png,700197
DRAW,train,train,train,train,train,CTX193702477-079.png,1472007
DRAW,train,train,train,train,train,CTX193702477-083.png,869989
DRAW,train,train,train,train,train,CTX193702477-084.png,2413374
DRAW,train,train,train,train,train,CTX193702477-086.png,1688380
DRAW,test,train,test,train,train,CTX193702477-090.png,1066428
DRAW,dev,test,train,test,test,CTX193702477-091.png,882523
DRAW,train,train,dev,train,train,CTX193702477-092.png,821463
DRAW,train,dev,train,train,train,CTX193702477-095.png,3997694
DRAW,train,train,train,train,dev,CTX193702477-096.png,2623049
DRAW,train,train,train,dev,train,CTX193702477-097.png,2346805
DRAW,train,train,train,train,train,CTX193702477-099.png,1707730
DRAW,train,train,train,train,train,CTX193702477-100.png,1833125
DRAW,train,train,train,train,train,CTX193702477-101.png,2234187
DRAW,train,train,train,train,train,CTX193702477-102.png,3619433
DRAW,train,train,dev,train,train,CTX193702477-103.png,1319870
DRAW,train,train,test,train,train,CTX193702477-105.png,2937488
DRAW,train,train,train,dev,test,CTX193702477-106.png,614019
DRAW,train,dev,train,test,train,CTX193702477-111.png,871399
DRAW,test,test,train,train,train,CTX193702959-1.png,1361135
DRAW,dev,train,train,train,dev,CTX193702991-1.png,1559705
DRAW,train,train,train,train,train,CTX193702993-1.png,3029722
DRAW,train,train,train,train,train,CTX193702994-1.png,3176091
DRAW,train,train,train,train,train,CTX193703001-1.png,1708849
DRAW,train,train,train,train,train,CTX193703002-1.png,1277577
DRAW,train,train,train,train,train,CTX193703050-1.png,5502193
DRAW,dev,train,train,dev,train,CTX193703180-1.png,589387
DRAW,test,train,dev,train,dev,CTX193800006-1.png,3689882
DRAW,train,test,train,train,test,CTX193800035-1.png,2718105
DRAW,train,dev,test,test,train,CTX193800230-1.png,1518145
DRAW,train,train,train,train,train,CTX193800284-1.png,2742930
DRAW,train,train,train,train,train,CTX193800309-1.png,4798145
DRAW,train,train,train,train,train,CTX193800310-1.png,3917137
DRAW,train,train,train,train,train,CTX193800315-1.png,2479992
DRAW,train,train,train,train,train,CTX193800337-1.png,2094076
DRAW,train,train,train,train,train,CTX193800338-1.png,1609791
DRAW,dev,train,train,test,dev,CTX193800419-4.png,4466972
DRAW,test,train,test,dev,test,CTX193800420-1.png,1274773
DRAW,train,dev,train,train,train,CTX193800438-1.png,1842466
DRAW,train,train,dev,train,train,CTX193800440-1.png,1238590
DRAW,train,test,train,train,train,CTX193800441-1.png,2156099
DRAW,train,train,train,train,train,CTX193800442-1.png,2111956
DRAW,train,train,train,train,train,CTX193800443-1.png,4257656
DRAW,train,train,train,train,train,CTX193800444-1.png,4331846
DRAW,train,train,train,train,train,CTX193800445-1.png,2990156
DRAW,train,train,train,train,train,CTX193800446-1.png,4341937
DRAW,train,train,train,train,train,CTX193800458-1.png,3949173
DRAW,train,test,train,test,train,CTX193800546-1.png,5247647
DRAW,train,train,train,train,test,CTX193800595-1.png,1258575
DRAW,test,dev,dev,train,dev,CTX193800608-1.png,766301
DRAW,train,train,test,dev,train,CTX193800900-1.png,1748367
DRAW,dev,train,train,train,train,CTX193800984-1.png,656457
DRAW,train,train,train,train,train,CTX193800987-1.png,2362537
DRAW,train,train,train,train,train,CTX193800999-1.png,2357483
DRAW,train,train,train,train,train,CTX193801000-1.png,1713076
DRAW,train,train,train,test,train,CTX193801002-1.png,1082060
DRAW,dev,test,train,train,train,CTX193801003-1.png,1660911
DRAW,train,train,train,dev,train,CTX193801014-1.png,2891342
DRAW,test,train,dev,train,train,CTX193801057-1.png,2265483
DRAW,train,train,train,train,test,CTX193801059-1.png,4336389
DRAW,train,dev,test,train,dev,CTX193801071-1.png,1373064
DRAW,train,train,train,train,train,CTX193801636-100.png,5300850
DRAW,train,train,train,train,train,CTX193801636-135.png,9131059
DRAW,train,train,train,train,train,CTX193801636-160.png,6329525
DRAW,train,train,train,train,train,CTX193801636-161.png,5895971
DRAW,train,train,train,train,train,CTX193801636-162.png,4913464
DRAW,train,train,test,dev,train,CTX193801636-163.png,5964607
DRAW,dev,dev,train,train,train,CTX193801636-164.png,4179486
DRAW,train,train,train,train,train,CTX193801636-165.png,4809913
DRAW,train,test,train,test,test,CTX193801636-166.png,3688404
DRAW,test,train,train,train,dev,CTX193801636-167.png,3966895
DRAW,train,train,dev,train,train,CTX193801636-168.png,4943534
DRAW,train,train,train,train,train,CTX193801636-169.png,5725696
DRAW,train,train,train,train,train,CTX193801636-170.png,4827669
DRAW,train,train,train,train,train,CTX193801636-171.png,4518813
DRAW,train,train,train,train,train,CTX193801636-173.png,17466096
DRAW,test,train,dev,train,test,CTX193801636-175.png,17843177
DRAW,train,test,train,train,dev,CTX193801636-177.png,17292367
DRAW,train,train,test,train,train,CTX193801636-179.png,16904312
DRAW,dev,train,train,test,train,CTX193801636-181.png,17024864
DRAW,train,train,train,dev,train,CTX193801636-182.png,3133199
DRAW,train,dev,train,train,train,CTX193801636-183.png,13547087
DRAW,train,train,train,train,train,CTX193801636-185.png,17598367
DRAW,train,train,train,train,train,CTX193801636-186.png,3947906
DRAW,train,train,train,train,train,CTX193801636-187.png,17788357
DRAW,train,train,train,train,train,CTX193801636-189.png,18439533
DRAW,train,train,train,dev,test,CTX193801636-190.png,5498465
DRAW,train,test,dev,train,dev,CTX193801636-191.png,5561604
DRAW,test,train,train,train,train,CTX193801636-192.png,4466224
DRAW,train,train,test,train,train,CTX193801636-193.png,4207575
DRAW,train,train,train,test,train,CTX193801636-194.png,4241183
DRAW,dev,dev,train,train,train,CTX193801636-195.png,4434894
DRAW,train,train,train,train,train,CTX193801643-1.png,971830
DRAW,train,train,train,train,train,CTX193900003-1.png,1632613
DRAW,train,train,train,train,train,CTX193900009-1.png,545943
DRAW,train,train,train,test,train,CTX193900010-1.png,498067
DRAW,train,train,train,train,test,CTX193900020-1.png,554739
DRAW,train,train,train,train,train,CTX193900024-1.png,1473290
DRAW,test,test,dev,train,train,CTX193900034-1.png,1151563
DRAW,train,train,test,train,train,CTX193900036-1.png,991709
DRAW,dev,dev,train,train,train,CTX193900037-1.png,760362
DRAW,train,train,train,dev,dev,CTX193900063-1.png,961020
DRAW,train,train,train,train,train,CTX193900065-1.png,538425
DRAW,train,train,train,train,train,CTX193900069-1.png,1306818
DRAW,train,train,train,train,train,CTX193900076-1.png,1729148
DRAW,train,train,train,train,train,CTX193900078-1.png,1200343
DRAW,train,train,train,train,test,CTX193900079-1.png,518146
DRAW,train,train,train,test,dev,CTX193900082-1.png,1525606
DRAW,train,test,train,train,train,CTX193900086-1.png,1040292
DRAW,test,train,test,dev,train,CTX193900089-1.png,5103600
DRAW,dev,dev,train,train,train,CTX193900091-1.png,1816220
DRAW,train,train,dev,train,train,CTX193900094-1.png,5121614
DRAW,train,train,train,train,train,CTX193900095-1.png,779765
DRAW,train,train,train,train,train,CTX193900326-1.png,4513186
DRAW,train,train,train,train,train,CTX193900338-1.png,1278345
DRAW,train,train,train,train,train,CTX193900364-1.png,2435315
DRAW,dev,test,train,test,test,CTX193900436-1.png,2074028
DRAW,train,train,train,train,train,CTX193900439-1.png,2476315
DRAW,train,dev,dev,train,train,CTX193900441-1.png,1193503
DRAW,train,train,test,dev,dev,CTX193900448-1.png,2777167
DRAW,test,train,train,train,train,CTX193900449-1.png,2650335
DRAW,train,train,train,train,train,CTX193900451-1.png,1148808
DRAW,train,train,train,train,train,CTX193900452-1.png,673228
DRAW,train,train,train,train,train,CTX193900490-1.png,600474
DRAW,train,train,train,train,train,CTX193900747-1.png,1243627
DRAW,train,train,train,train,train,CTX193900748-1.png,3187964
DRAW,train,train,test,train,train,CTX193900749-1.png,1844604
DRAW,test,train,train,train,test,CTX193900754-1.png,2527509
DRAW,dev,test,train,test,train,CTX193900755-1.png,2163078
DRAW,train,train,train,dev,dev,CTX193900756-1.png,1468826
DRAW,train,dev,dev,train,train,CTX193900758-1.png,2868021
DRAW,train,train,train,train,train,CTX193900759-1.png,2818493
DRAW,train,train,train,train,train,CTX193900761-1.png,1223083
DRAW,train,train,train,train,train,CTX193900762-1.png,2757081
DRAW,train,train,train,train,train,CTX193900763-1.png,2128942
DRAW,train,train,train,train,train,CTX193900765-1.png,1061176
DRAW,train,train,train,train,train,CTX193900766-1.png,882353
DRAW,dev,test,train,test,train,CTX193900767-1.png,1326958
DRAW,train,train,dev,dev,train,CTX193900768-1.png,1231529
DRAW,test,train,test,train,train,CTX193900772-1.png,3164627
DRAW,train,dev,train,train,test,CTX193900773-1.png,1318044
DRAW,train,train,train,train,dev,CTX193900775-1.png,1348210
DRAW,train,train,train,train,train,CTX193900776-1.png,3426333
DRAW,train,train,train,train,train,CTX193900777-1.png,3283208
DRAW,train,train,train,train,train,CTX193900779-1.png,3483209
